priref,lref,sitter_id,sitter_zekerheid,sitter_beschrijving,sitter_status,date_datering,zoekmarge_begindatum,zoekmarge_einddatum,title_english,title_dutch,objectcat,genre,materiaal,drager,trefwoorden_en,identificatie_grond,artist_name,artist_id,soort,is_color,width,height,megapixels,path,face_crop_count,sitter_portrait_count
156236,9332421,111481,,,huidig,1815 gedateerd,1815,1815,Portrait of Willem Augustus van der Hart (1780-1824),Portret van Willem Augustus van der Hart (1780-1824),drawing (visual work),undetermined,aquarelle paint,,military personnel|knightly insignia|bust-length portrait|head to the right|body facing right|facing front|man's portrait,,"Cuylenburgh, Cornelis van (II)",19493,black and white photograph,False,396,500,0.198,D:\thesis\images\9332421.jpg,1,2
156240,10756796,127283,,,huidig,ca. 1860-1865,1860,1865,Portrait of William Smith (1849-1918),Portret van William Smith (1849-1918),carte-de-visite,undetermined,albumen process,paper on cardboard,boy's portrait|full-length portrait|standing (position)|head frontal|body frontal|facing front|cap (headgear)|glove|studio as background (photography),achterschrift,"Hoogwinkel, G. (jr.)",417830,original photograph,False,395,640,0.253,D:\thesis\images\10756796.jpg,1,2
156241,10756797,127284,,,huidig,,1860,1920,Portrait of Smit,Portret van Smit,carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the left|body facing left|looking away|girl's portrait,,Brainich &amp; Leusink,417402,original photograph,False,393,640,0.252,D:\thesis\images\10756797.jpg,1,4
156242,10756798,127284,,,huidig,,1860,1920,Portrait of Smit,Portret van Smit,carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the right|body frontal|looking away|man|woman|portrait,,"Born, Hendrik",417636,original photograph,False,405,640,0.259,D:\thesis\images\10756798.jpg,1,4
156243,10756799,127284,,,huidig,,1860,1900,Portrait of mevrouw Smit uit Bemmel,Portret van mevrouw Smit uit Bemmel,carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the right|body frontal|looking away|woman's portrait,,Brainich &amp; Leusink,417402,original photograph,False,392,640,0.251,D:\thesis\images\10756799.jpg,1,4
156244,10756800,127284,,,huidig,,1860,1920,Portrait of Smit,Portret van Smit,carte-de-visite,undetermined,vignetting,,full-length portrait|head frontal|body frontal|sitting|looking away|girl|girl's portrait,,"Born, Hendrik",417636,original photograph,False,396,640,0.253,D:\thesis\images\10756800.jpg,1,4
156259,10756815,127299,,,huidig,,1860,1899,Portrait of C. Snaterse,Portret van C. Snaterse,carte-de-visite,undetermined,,,knee-length portrait|head frontal|body facing right|sitting|facing front|man's portrait,,"Harting, Frederik",417411,original photograph,False,418,640,0.268,D:\thesis\images\10756815.jpg,1,2
156260,10756816,127299,,,huidig,,1860,1899,Portrait of C. Snaterse,Portret van C. Snaterse,carte-de-visite,undetermined,,,knee-length portrait|head to the left|body facing left|sitting|facing front|man's portrait,,"Harting, Frederik",417411,original photograph,False,420,640,0.269,D:\thesis\images\10756816.jpg,1,2
156275,10756704,127197,,,huidig,1877 gedateerd,1877,1877,Portrait of Julie Laurence van der Sleyden (1827-1892),Portret van Julie Laurence van der Sleyden (1827-1892),carte-de-visite,undetermined,,,bust-length portrait|head to the left|body facing left|looking away|woman's portrait,,"Berge, Gilles Johannis van den",417993,original photograph,False,1030,1629,1.678,D:\thesis\images\10756704.jpg,1,2
156276,10756823,109583,,,huidig,ca. 1895-1896,1895,1896,Portrait of Maria Adriana Snoeck (1873-1948),Portret van Maria Adriana Snoeck (1873-1948),carte-de-visite,undetermined,vignetting,,woman's portrait|young woman|head (representation)|head frontal|facing front|bow (in the hair)|pendant earring|high-necked clothing|dress (garment),,"Weijnen, Pierre",418677,original photograph,False,397,640,0.254,D:\thesis\images\10756823.jpg,1,2
156281,10390256,106655,,,huidig,,1925,1949,Portrait of Hendrik Antoon Lorentz (1853-1928),Portret van Hendrik Antoon Lorentz (1853-1928),painting,figure,oil paint,unknown,inscription|head (representation)|head frontal|body frontal|facing front|old man|man's portrait,opschrift,"Oldewelt, Ferdinand",60424,unknown,False,363,500,0.181,D:\thesis\images\10390256.jpg,1,15
156283,10726216,190,,"Verbleef van 1751 tot 1761/2 in Parijs, waar hij zijn opleiding had bij Joseph-Marie Vien. Verhuisde na deze periode naar Den Haag, waar hij in 1767 huwde. Het huwelijk werd na 16 jaar ontbonden. (zie Bolomey 2001, p.11 e.v.).Hofschilder van Prins Willem V; directeur van de schildersacademie in Den Haag, 1777-1791.",huidig,,1800,1824,Portrait of Benjamin Samuel Bolomey (1739-1819),Portret van Benjamin Samuel Bolomey (1739-1819),drawing (visual work),undetermined,mixed media,paper,in an oval|self-portrait|attribute (symbol)|half-length|head to the left|body facing left|sitting|facing front|old man|man's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,406,500,0.203,D:\thesis\images\10726216.jpg,1,4
156288,10726220,102044,,,huidig,,1775,1799,Portrait of Jacob Hendrik Boode (1764-1826),Portret van Jacob Hendrik Boode (1764-1826),drawing (visual work),undetermined,mixed media,paper,in an oval|half-length|head to the right|body facing right|sitting|facing front|man's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,391,501,0.196,D:\thesis\images\10726220.jpg,1,2
156293,10726225,121079,,,huidig,,1775,1799,Portrait of George Francois de Bosset (1756-1813),Portret van George Francois de Bosset (1756-1813),drawing (visual work),undetermined,mixed media,paper,in an oval|bust-length portrait|head to the right|body facing right|facing front|man's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,394,501,0.197,D:\thesis\images\10726225.jpg,1,4
156295,10726227,114558,,,huidig,,1775,1799,Portrait of Anna Maria Visscher (1729-1792),Portret van Anna Maria Visscher (1729-1792),drawing (visual work),undetermined,mixed media,paper,bust-length portrait|head to the right|body facing right|facing front|woman's portrait,herkomst,"Bolomey, Benjamin Samuel",10168,photograph,False,367,500,0.183,D:\thesis\images\10726227.jpg,1,3
156298,10726152,122252,,,huidig,,1775,1799,Portrait of Johanna Anna van Vollenhoven (1767-1846),Portret van Johanna Anna van Vollenhoven (1767-1846),drawing (visual work),undetermined,mixed media,paper,in a frame|bust-length portrait|head to the left|body facing left|facing front|woman's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,378,500,0.189,D:\thesis\images\10726152.jpg,1,4
156300,10765924,117806,,,huidig,,1775,1799,Portrait of Jean Henri des Villates ( -1797),Portret van Jean Henri des Villates ( -1797),print,undetermined,stipple engraving (printing process),paper,bust-length portrait|head to the right|body facing left|looking away|man's portrait,,"Sallieth, Mathias de",69399,photograph,False,762,915,0.697,D:\thesis\images\10765924.jpg,1,2
156304,10389911,104797,,,huidig,,1900,1924,Portrait of Jeanne Wilhelmina Catharina Godin (1876-1965),Portret van Jeanne Wilhelmina Catharina Godin (1876-1965),drawing (visual work),figure,artists' brush|chalk (writing equipment),paper,head (representation)|head frontal|body frontal|looking away|woman's portrait,,"Sluijters, Jan",73135,unknown,False,335,500,0.168,D:\thesis\images\10389911.jpg,1,8
156305,10756831,127341,,,huidig,1874 gedateerd,1874,1874,Portrait of Johanna Catharina Adelaide Snouckaert van Schauburg (1848- ),Portret van Johanna Catharina Adelaide Snouckaert van Schauburg (1848- ),carte-de-visite,undetermined,,,bust-length portrait|head to the left|body facing left|profile|woman's portrait,,"Lavieter &amp; Co, De",392697,original photograph,False,396,640,0.253,D:\thesis\images\10756831.jpg,1,2
156306,10389910,104797,,,huidig,,1900,1924,Portrait of Jeanne Wilhelmina Catharina Godin (1876-1965),Portret van Jeanne Wilhelmina Catharina Godin (1876-1965),drawing (visual work),undetermined,mixed media,paper,bust-length portrait|head to the left|body facing left|looking away|woman's portrait,,"Sluijters, Jan",73135,unknown,False,414,500,0.207,D:\thesis\images\10389910.jpg,1,8
156307,10756832,127341,waarschijnlijk,,huidig,1874 gedateerd,1874,1874,Portrait of waarschijnlijk Johanna Catharina Adelaide Snouckaert van Schauburg (1848- ),Portret van waarschijnlijk Johanna Catharina Adelaide Snouckaert van Schauburg (1848- ),carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the left|body facing left|looking away|woman's portrait,,"Grammann, Wilhelm J.",417390,original photograph,False,407,640,0.26,D:\thesis\images\10756832.jpg,1,2
156311,9224676,118732,,,huidig,,1860,1870,Portrait of Willem Carel Snouckaert van Schauburg (1823-1886),Portret van Willem Carel Snouckaert van Schauburg (1823-1886),carte-de-visite,undetermined,albumen process,paper on cardboard,man's portrait|full-length portrait|head to the right|body facing right|standing (position)|looking away,,Anoniem,1984,BD/RKD/IB/ORIGINALS (ON APPOINTMENT),False,1927,2873,5.536,D:\thesis\images\9224676.jpg,1,3
156322,10756846,113723,,,huidig,,1860,1899,Portrait of Hendrik Jan Abraham van Son (1823-1880),Portret van Hendrik Jan Abraham van Son (1823-1880),carte-de-visite,undetermined,,,full-length portrait|head to the left|body facing left|standing (position)|looking away|man's portrait,,"Verveer, Maurits",80730,original photograph,False,381,640,0.244,D:\thesis\images\10756846.jpg,1,3
156331,10756854,127364,,,huidig,1864,1864,1864,Portrait of Michiel Sonnevijle,Portret van Michiel Sonnevijle,carte-de-visite,undetermined,,,studio as background (photography)|full-length portrait|head to the right|body frontal|standing (position)|looking away|man's portrait,,Kannemans en Zoon,417522,original photograph,False,409,640,0.262,D:\thesis\images\10756854.jpg,1,2
156332,10756855,127364,,,huidig,1867 gedateerd,1867,1867,Portrait of Michiel Sonnevijle,Portret van Michiel Sonnevijle,carte-de-visite,undetermined,,,three-quarter length figure|head to the left|body facing left|standing (position)|facing front|man's portrait,,Daveluy &amp; Fils,417827,original photograph,False,397,640,0.254,D:\thesis\images\10756855.jpg,1,2
156333,10756856,113731,,,huidig,,1860,1920,Portrait of Anna Jacoba van Sonsbeeck (1808-1871),Portret van Anna Jacoba van Sonsbeeck (1808-1871),carte-de-visite,undetermined,,,full-length portrait|head to the right|body facing right|sitting|facing front|woman's portrait,,Anoniem,1984,original photograph,False,377,640,0.241,D:\thesis\images\10756856.jpg,1,4
156339,10756861,127370,,,huidig,,1860,1893,Portrait of Marinus Soutendam,Portret van Marinus Soutendam,carte-de-visite,undetermined,,,full-length portrait|head to the left|body facing left|sitting|facing front|man's portrait,,"Pronk, Henri",382516,original photograph,False,424,640,0.271,D:\thesis\images\10756861.jpg,1,2
156342,10756864,127375,,,huidig,,1873,1906,Portrait of Pauline Ernestine Spakler (1870-1961),Portret van Pauline Ernestine Spakler (1870-1961),carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the right|body facing right|looking away|woman's portrait,,Koene &amp; Büttinghausen,336438,original photograph,False,406,640,0.26,D:\thesis\images\10756864.jpg,1,2
156348,10756868,127375,,,huidig,,1885,1899,Portrait of Pauline Ernestine Spakler (1870-1961),Portret van Pauline Ernestine Spakler (1870-1961),carte-de-visite,undetermined,vignetting,,bust-length portrait|head frontal|body frontal|facing front|woman's portrait,,Koene &amp; Büttinghausen,336438,original photograph,False,406,640,0.26,D:\thesis\images\10756868.jpg,1,2
156350,10756870,127370,,,huidig,,1898,1917,Portrait of Marinus Soutendam,Portret van Marinus Soutendam,carte-de-visite,undetermined,vignetting,,bust-length portrait|head to the right|body facing right|looking away|man's portrait,,"Preuniger, A.L.",417764,original photograph,False,398,640,0.255,D:\thesis\images\10756870.jpg,1,2
156352,10741519,127382,,,huidig,,1850,1874,Portrait of Maria Quarles van Ufford (1800-1878),Portret van Maria Quarles van Ufford (1800-1878),painting,undetermined,oil paint,unknown,coat of arms (upper left)|bust-length portrait|head to the left|body frontal|facing front|woman's portrait,vererving; wapen,Anoniem,1984,photograph,False,446,500,0.223,D:\thesis\images\10741519.jpg,1,2
156355,10727397,102721,,,huidig,1790-1808,1790,1808,Portrait of Robert Daniel Crommelin (1741-1808),Portret van Robert Daniel Crommelin (1741-1808),painting,undetermined,oil paint,canvas,man's portrait|bust-length portrait|head to the right|body facing right|facing front|tie-wig with bow|jacket with waistcoat|jabot,achterschrift,"Lelie, Adriaan de",49212,black and white photograph,False,5372,7419,39.855,D:\thesis\images\10727397.jpg,1,3
156357,10728423,101337,,,huidig,1651-1652,1651,1652,Portrait of Dirck Alewijn (1571-1637),Portret van Dirck Alewijn (1571-1637),drawing (visual work),portrait,black chalk|white chalk|heightening (drawing and painting technique),blue paper,man's portrait|bust-length portrait|head to the right|body facing right|facing front|moustache|beard|ruff,,"Vaillant, Wallerant",78962,photograph,False,1631,1914,3.122,D:\thesis\images\10728423.jpg,1,2
156358,10766423,112923,,,huidig,in of na 1843,1843,1849,Portrait of Jan Hendrik van Lynden (1765-1854),Portret van Jan Hendrik van Lynden (1765-1854),print,undetermined,lithography (technique),paper,knightly insignia|coat of arms (center right)|house/castle in the background|curtain/drapery background|column as background|three-quarter length figure|head to the left|body facing left|sitting|facing front|man's portrait,opschrift; wapen,"Kramm, Christiaan",46277,original photograph,False,1851,2219,4.107,D:\thesis\images\10766423.jpg,1,8
156360,9333191,112301,,,huidig,,1750,1774,Portrait of Johan Adolph van Hardenbroek (1721-1791),Portret van Johan Adolph van Hardenbroek (1721-1791),painting,undetermined,oil paint,canvas,man's portrait|knee-length portrait|head to the right|body facing left|standing (position)|looking away|leaning|wig|cuirass|rapier|hand on side|helmet|background view of landscape|background view of battle,,"Neuman, Johan Heinrich",59215,black and white photograph,False,1465,1855,2.718,D:\thesis\images\9333191.jpg,1,3
156363,10637893,127389,waarschijnlijk,,huidig,ca 1790,1790,1790,Portrait of waarschijnlijk Johannes Beeldsnijder (1761-1817),Portret van waarschijnlijk Johannes Beeldsnijder (1761-1817),painting,undetermined,oil paint,canvas,man's portrait|three-quarter length figure|head to the left|body facing left|sitting|facing front|hand in vest|tie-wig|tail coat|jabot|chair|table|document (object genre)|inkstand,,"Lelie, Adriaan de",49212,BD/Digital Collection,False,1300,1300,1.69,D:\thesis\images\10637893.jpg,1,3
156364,10726153,123323,,,huidig,,1775,1799,Portrait of Hendrik van Wijn (1740-1831),Portret van Hendrik van Wijn (1740-1831),drawing (visual work),undetermined,mixed media,paper,in an oval|half-length|head to the right|body facing right|facing front|man's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,400,500,0.2,D:\thesis\images\10726153.jpg,1,3
156365,10726154,127391,,,huidig,,1800,1824,Portrait of Maria Catharina Apollonia de Smidt (1764-1791),Portret van Maria Catharina Apollonia de Smidt (1764-1791),drawing (visual work),undetermined,mixed media,paper,in an oval|half-length|head to the left|body facing left|facing front|woman's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,406,500,0.203,D:\thesis\images\10726154.jpg,1,2
156377,10756880,127403,,,huidig,,1860,1920,Portrait of Gerhard Willem Jan van Spengler (1830-1915),Portret van Gerhard Willem Jan van Spengler (1830-1915),carte-de-visite,undetermined,cameo print,,bust-length portrait|head to the left|body facing left|looking away|man's portrait,,Anoniem,1984,original photograph,False,1053,1713,1.804,D:\thesis\images\10756880.jpg,1,2
156386,10726159,126381,,,huidig,,1775,1799,Portrait of Wilhelmina Elisabeth Bigot de Villandry (1738-1812),Portret van Wilhelmina Elisabeth Bigot de Villandry (1738-1812),drawing (visual work),undetermined,mixed media,paper,in an oval|bust-length portrait|head to the right|body facing right|facing front|woman's portrait,herkomst; opschrift,"Bolomey, Benjamin Samuel",10168,photograph,False,401,500,0.201,D:\thesis\images\10726159.jpg,1,2
